"athlete_id","local_date","local_date_dow","gmt_offset","gc_well_avg_daytime_stress","gc_well_avg_daytime_stress_3d_ema","gc_well_morning_stress","gc_well_midday_stress","gc_well_evn_stress","gc_well_10pm_stress","gc_well_evn_stress_3d_ema","gc_well_avg_daytime_hr","gc_well_avg_daytime_hr_3d_ema","gc_well_morning_hr","gc_well_midday_hr","gc_well_evn_hr","gc_well_evn_hr_3d_ema","gc_well_min_daytime_hr","gc_well_sleep_hr","wellness_resting_heart_rate","wellness_total_steps","wellness_moderate_intensity_minutes","wellness_vigorous_intensity_minutes","act_daily_activities","act_last_alt","act_last_alt_ema","act_last_long","act_last_lat","act_daily_suffer_score","act_evn_suffer_score","act_daily_elapsed_time","act_evn_elapsed_time","act_type_ride","act_type_run","act_type_swim","act_type_ski","act_pmc_atl","act_pmc_ctl","act_pmc_3d_ema","act_pmc_tsb","nutr_daily_calories","nutr_daily_carbohydrates","nutr_daily_protein","nutr_daily_fat","nutr_daily_fiber","nutr_daily_sugar","nutr_daily_fiber_3d_ema","nutr_daily_caffeine_3d_ema","nutr_daily_alcohol_3d_ema","nutr_daily_pretein_3d_ema","nutr_morning_calories","nutr_midday_calories","nutr_evn_calories","nutr_morning_carbohydrates","nutr_midday_carbohydrates","nutr_evn_carbohydrates","nutr_morning_protein","nutr_midday_protein","nutr_evn_protein","nutr_morning_fat","nutr_midday_fat","nutr_evn_fat","nutr_morning_fiber","nutr_midday_fiber","nutr_evn_fiber","nutr_morning_sugar","nutr_midday_sugar","nutr_evn_sugar","nutr_daily_caffeine","nutr_evn_caffeine","nutr_daily_alcohol","nutr_evn_alcohol","weather_min_temperature","weather_max_temperature","weather_avg_temperature","weather_avg_dew_point","weather_avg_humidity","weather_avg_precipitation","weather_avg_wind_direction","weather_avg_wind_speed","weather_avg_air_pressure","weather_stddev_air_pressure","body_water","weight_gm","body_mass_index","oura_sleep_rmssd_yest","oura_sleep_rmssd_3d_ema","oura_sleep_rmssd_7d_ema","oura_sleep_rmssd_42d_ema","oura_sleep_duration_yest","oura_sleep_awake_yest","oura_sleep_light_yest","oura_sleep_rem_yest","oura_sleep_deep_yest","oura_sleep_breath_average_yest","oura_sleep_temperature_deviation_yest","oura_sleep_rmssd","oura_sleep_morning_rmssd","oura_sleep_rmssd_class","oura_sleep_rmssd_baseline","oura_sleep_rmssd_dev","oura_sleep_dev_sign"
1,"2020-11-23",1,11,16.1,28.33,9.4,25.4,20.1,32.3,25.53,66,70.69,50,87,59,60.91,38,49.1,40,17453,1,76,1,13.1,344.26,145.112442,-38.047912,114,0,4491,0,"0","Run","0","0",110.12,96.15,131.24,-13.97,2843,290,105,137,24,121,24.86,2.02,1.48,119.61,84,1283,1476,6,115,169,5,46,54,4,71,62,0,8,16,6,39,76,2,0,2,1,15.2,18.4,17.0,14.8,87.9,nan,226.3,18.6,1011.2,2.43,70.1,67480,21.8,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-22",0,11,24.4,34.45,27.7,23.3,23.5,17.3,28.25,73,73.21,94,64,61,61.8,44,50.3,50,3351,8,116,1,29,399.43,145.112403,-38.04819,125,0,7447,0,"Ride","0","0","0",109.47,95.71,139.87,-13.76,3675,355,147,156,28,119,25.29,2.04,1.21,126.92,892,638,2145,80,60,215,39,23,85,34,34,88,14,1,13,50,25,44,2,0,1,1,17.1,28.6,21.2,16.1,75.6,nan,230.4,9.4,1012.3,1.85,70.26,67210,21.7,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-21",6,11,48.4,39.48,95.9,38.1,25.4,17.0,30.63,83,73.44,115,65,63,62.29,49,49.8,49,4637,26,214,1,103.2,461.14,145.112401,-38.048162,288,0,13701,0,"Ride","0","0","0",106.88,95.0,147.3,-11.88,3670,363,134,156,48,233,23.93,2.05,1.32,116.88,1405,513,1752,169,18,176,48,28,58,42,31,83,23,7,18,123,7,103,2,0,2,1,12.4,26.0,19.6,13.6,69.7,nan,156.8,9.3,1016.5,2.34,70.3,67120,21.7,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-20",5,11,38.7,35.02,33.8,56.6,29.5,34.0,33.23,76,68.82,93,69,65,62.14,50,65.4,51,4160,15,89,1,1616.4,520.77,146.454847,-37.145633,128,0,5153,0,"Ride","0","0","0",76.71,90.3,76.96,13.59,2387,233,84,118,8,67,11.9,2.08,0.98,108.32,20,776,1591,2,56,175,1,31,52,1,52,65,0,3,5,1,5,61,3,0,1,1,10.5,28.2,16.7,10.2,71.0,nan,107.9,16.8,1009.6,1.89,70.47,66860,21.6,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-19",4,11,50.5,33.17,40.8,53.5,51.1,47.9,35.07,74,65.25,87,69,67,60.74,44,51.1,50,19191,8,77,1,1681.6,338.25,146.454433,-37.145752,85,0,4338,0,"0","Run","0","0",68.16,89.38,51.44,21.22,3599,402,159,118,18,44,13.85,1.62,0.97,120.48,18,1569,2012,1,195,206,1,57,101,1,63,54,0,10,8,1,14,29,1,0,2,2,10.5,28.2,16.7,10.2,71.0,nan,107.9,16.8,1009.6,1.89,70.7,66470,21.5,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-18",3,11,23.5,24.49,16.7,25.8,30.2,26.2,27.06,58,60.82,53,61,60,57.76,40,46.5,46,6776,0,0,0,49.2,114.46,145.111785,-38.048436,0,0,0,0,"0","0","0","0",65.36,89.48,34.66,24.12,2451,200,93,132,10,91,11.77,1.93,0.46,101.22,646,329,1476,70,26,104,20,1,72,31,18,83,3,0,7,39,2,50,2,1,0,0,10.5,28.2,16.7,10.2,71.0,nan,107.9,16.8,1009.6,1.89,70.7,66470,21.5,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-17",2,11,21.4,24.97,15.3,26.7,22.6,18.0,25.47,57,62.39,54,59,57,56.83,41,47.1,46,4586,0,0,0,49.2,114.46,145.111785,-38.048436,0,0,0,0,"0","0","0","0",76.25,91.66,51.99,15.41,1803,163,77,86,6,78,12.65,1.89,0.69,105.33,84,1015,704,6,73,84,5,67,5,4,51,31,0,3,3,6,24,48,2,0,0,0,10.5,28.2,16.7,10.2,71.0,nan,107.9,16.8,1009.6,1.89,70.7,66470,21.5,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-16",1,11,18.3,26.73,24.8,18.6,12.6,14.3,26.88,57,65.28,60,57,53,56.89,43,64.3,48,2029,0,0,0,49.2,114.46,145.111785,-38.048436,0,0,0,0,"0","0","0","0",88.95,93.9,77.98,4.95,2884,283,123,141,9,106,15.98,1.84,1.03,119.5,696,1333,855,82,103,98,21,52,50,31,80,30,4,2,3,50,9,47,1,0,0,0,10.5,28.2,16.7,10.2,71.0,nan,107.9,16.8,1009.6,1.89,70.26,67190,21.7,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-15",0,11,43.6,30.95,33.1,45.1,48.9,60.6,34.02,74,69.61,90,65,65,59.02,43,48.8,44,4267,10,122,1,49.2,114.46,145.111785,-38.048436,120,0,7569,0,"Ride","0","0","0",103.77,96.19,116.96,-7.58,3144,358,99,139,25,184,19.47,2.26,1.55,117.75,189,1225,1730,33,126,199,6,45,48,4,61,74,3,9,13,20,74,90,3,0,3,2,10.5,28.2,16.7,10.2,71.0,nan,107.9,16.8,1009.6,1.89,70.31,67120,21.7,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-14",6,11,29.6,24.63,21.1,48.9,28.8,34.0,26.59,78,67.54,93,83,58,56.04,40,48.2,43,3998,4,200,1,90.8,125.33,145.112402,-38.048205,217,0,12191,0,"Ride","0","0","0",101.06,95.61,115.45,-5.45,3281,327,130,167,23,181,16.7,1.9,0.83,127.12,205,1283,1793,37,85,205,6,66,58,4,76,87,4,3,16,23,60,98,2,0,1,1,12.8,19.9,15.9,10.2,71.1,nan,247.1,13.7,1009.7,1.46,69.79,68010,22,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-13",5,11,17.5,22.15,12.8,21.1,21.0,27.0,25.48,62,62.21,49,80,54,54.91,39,45.1,44,15535,5,80,1,19.8,131.08,145.112354,-38.048319,21,0,3761,0,"0","Run","0","0",81.75,92.65,64.68,10.9,2693,248,135,105,14,113,13.55,1.84,0.74,125.69,84,1109,1500,6,106,136,5,47,83,4,56,45,0,7,7,6,61,46,2,0,1,1,14.2,20.4,16.8,10.3,66.9,nan,247.5,16.9,1005.1,1.21,70.16,67370,21.8,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-12",4,11,22.8,24.46,17.7,31.1,26.5,23.6,27.73,63,62.38,60,75,55,55.47,40,46.2,43,18214,3,78,1,321.6,149.62,145.112216,-38.048075,125,0,4744,0,"0","Run","0","0",91.87,94.4,86.51,2.53,2621,224,152,127,8,152,13.32,1.77,0.61,121.03,334,1300,987,41,101,82,15,75,62,12,67,48,0,5,3,40,45,67,2,0,0,0,17.7,24.0,20.8,13.0,62.1,nan,309.2,20.5,1002.9,0.97,70.31,67120,21.7,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-11",3,11,17.4,25.27,12.5,19.0,20.7,33.7,28.35,53,61.99,50,57,51,55.75,37,47.5,42,4932,0,0,0,21.4,120.97,145.112627,-38.048031,0,0,0,0,"0","0","0","0",86.35,93.65,67.27,7.3,2616,292,115,117,11,96,15.98,1.65,0.91,105.55,708,548,1360,46,37,209,40,26,49,43,36,38,4,4,3,20,23,53,1,0,1,1,19.6,27.1,22.7,12.2,54.6,nan,107.9,22.2,1008.0,2.24,69.94,67750,21.9,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-10",2,11,27.1,29.18,23.9,25.0,30.5,35.0,32.16,66,66.63,83,54,60,58.16,42,50.8,45,4837,7,118,1,21.4,120.97,145.112627,-38.048031,72,0,7427,0,"Ride","0","0","0",100.74,95.93,100.9,-4.81,2812,237,103,154,9,125,18.47,1.97,0.87,100.82,591,658,1563,44,49,144,35,33,35,32,36,86,5,2,2,14,32,79,2,1,1,1,15.4,32.1,24.5,10.6,44.5,nan,80.4,18.9,1015.5,2.6,69.99,67650,21.8,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-09",1,11,34.8,30.24,26.2,56.6,31.5,37.4,33.01,66,67.13,58,83,59,57.2,41,51.7,42,17517,2,62,1,232.8,137.56,145.112475,-38.048138,97,0,3693,0,"0","Run","0","0",105.52,96.52,115.35,-9.0,3088,319,98,148,23,150,23.21,1.96,0.8,99.74,520,1200,1368,55,124,140,16,44,38,26,58,64,7,9,7,35,63,52,2,1,1,1,8.9,28.6,19.7,9.7,59.5,nan,129.2,11.8,1021.7,2.27,69.97,67680,21.9,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-08",0,11,35.7,27.98,20.4,62.5,48.7,29.3,33.76,73,67.48,69,84,59,56.42,41,48.1,46,3041,8,174,1,169.6,121.7,145.112559,-38.048155,199,0,10608,0,"Ride","0","0","0",106.94,96.5,124.52,-10.44,2981,311,90,137,25,148,23.31,1.94,0.7,100.61,205,947,1829,37,126,148,6,37,47,4,33,100,4,12,9,23,67,58,2,1,1,1,6.2,19.5,13.8,7.5,67.7,nan,151.7,12.0,1026.5,1.68,69.97,67680,21.9,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-07",6,11,32.1,24.13,19.1,67.8,37.8,31.1,26.29,72,64.68,52,99,57,55.04,40,45.6,44,3882,1,133,1,28.6,113.72,145.112448,-38.048263,120,0,8053,0,"Ride","0","0","0",91.61,94.0,87.28,2.39,3196,305,90,175,24,115,22.47,1.9,0.55,105.91,751,781,1664,83,70,152,23,35,32,36,43,96,7,8,9,41,27,47,2,0,0,0,10.8,15.6,12.8,5.6,62.8,nan,179.2,20.2,1026.2,2.35,70.47,66860,21.6,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-06",5,11,17.0,20.17,10.5,19.5,21.8,26.1,20.52,57,60.9,54,65,52,54.14,33,43.6,39,15128,0,64,1,167.8,127.9,145.112357,-38.048038,76,0,3838,0,"0","Run","0","0",86.88,93.37,70.93,6.49,2421,268,112,108,15,110,21.71,1.85,0.83,113.86,84,850,1487,6,90,172,5,32,75,4,42,62,0,7,8,6,52,52,2,0,1,1,10.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.05,67560,21.8,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-05",4,11,20.4,21.73,21.2,22.5,16.9,13.3,19.86,55,62.91,56,56,54,55.41,38,50.2,41,5711,0,0,0,159.4,121.25,145.112223,-38.048142,0,0,0,0,"0","0","0","0",88.69,93.79,68.39,5.1,2623,325,102,104,27,138,25.06,1.78,0.74,114.79,141,1076,1406,31,99,195,1,48,53,2,55,47,4,9,14,17,48,73,2,1,0,0,10.8,15.0,12.7,5.8,64.1,nan,193.3,23.7,1020.6,2.42,70.15,67370,21.8,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-04",3,11,14.3,22.41,11.1,17.5,16.9,NULL,21.35,60,66.67,49,75,55,56.2,37,46.0,39,16382,2,65,1,159.4,121.25,145.112223,-38.048142,54,0,3840,0,"0","Run","0","0",103.47,96.08,102.58,-7.39,3081,205,102,189,13,79,24.09,1.67,1.11,121.18,84,1491,1506,6,114,85,5,32,65,4,101,84,0,7,6,6,52,21,2,1,1,1,12.9,24.7,18.7,11.8,67.0,nan,280.0,20.6,1012.9,2.03,69.71,68140,22,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-03",2,11,32.2,26.46,16.5,57.0,25.9,35.8,23.56,73,70.01,96,67,56,56.91,40,45.5,43,4124,1,137,1,38.8,114.89,145.112405,-38.048221,146,0,8020,0,"Ride","0","0","0",111.71,97.11,126.87,-14.6,2879,278,150,126,27,132,29.63,1.51,1.17,130.77,388,958,1533,59,103,116,9,60,81,13,33,80,4,13,10,42,23,67,1,0,1,1,12.9,30.3,22.8,12.1,56.0,nan,212.1,17.3,1018.7,3.36,69.86,67870,21.9,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-02",1,11,22.7,23.6,19.3,35.2,24.6,22.7,22.37,68,68.4,56,90,58,57.31,37,50.8,43,16636,11,79,1,147.3,127.57,145.303043,-37.965861,105,0,4258,0,"0","Run","0","0",105.99,95.92,117.31,-10.07,3012,303,113,158,40,136,30.94,1.76,1.25,121.16,359,1304,1349,51,101,151,9,54,50,13,78,67,8,12,20,37,35,64,2,0,1,0,8.1,27.0,17.2,12.0,75.0,nan,186.7,9.4,1024.3,1.54,69.7,68140,22,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-11-01",0,11,23.2,24.07,19.6,44.2,18.9,32.9,21.26,71,68.68,71,86,57,57.17,42,49.3,46,2625,5,145,1,163.8,124.28,145.112457,-38.048184,164,0,8892,0,"Ride","0","0","0",106.16,95.69,123.46,-10.47,3095,269,126,168,27,126,26.42,1.65,1.38,125.24,205,1037,1853,37,71,161,6,62,58,4,61,103,4,14,9,23,41,62,1,0,2,2,11.6,17.1,14.0,9.5,74.9,nan,176.3,14.2,1022.9,1.97,69.88,67810,21.9,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-31",6,11,24.6,24.5,25.7,41.2,19.4,18.2,22.47,70,67.37,77,79,55,57.26,42,45.0,44,2369,6,144,1,161.2,117.7,145.112448,-38.048146,142,0,8877,0,"Ride","0","0","0",96.52,94.03,103.19,-2.49,2745,297,124,124,27,146,26.12,1.97,1.07,124.86,205,1382,1158,37,132,128,6,56,62,4,74,46,4,16,7,23,63,60,2,0,1,1,12.9,16.7,14.7,11.9,83.5,nan,176.7,21.2,1015.3,2.25,70.22,67270,21.7,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-30",5,11,18.2,24.44,10.8,21.4,23.4,24.4,24.01,63,65.89,65,68,55,58.28,42,46.8,45,14043,0,63,1,20.2,110.45,145.11236,-38.04819,95,0,3736,0,"0","Run","0","0",88.95,92.86,83.79,3.91,2808,281,156,104,23,87,25.69,1.96,1.11,125.29,84,1022,1702,6,129,146,5,59,92,4,32,68,0,17,6,6,55,26,2,1,1,1,12.8,18.9,15.6,13.0,85.3,nan,198.3,17.6,1010.7,0.88,70.34,67090,21.7,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-29",4,11,25.9,27.57,23.7,35.7,22.4,16.0,24.31,67,67.28,59,84,58,59.73,43,47.4,45,6479,5,76,1,180.4,125.48,145.30269,-37.965821,53,0,4824,0,"Ride","0","0","0",87.94,92.81,78.19,4.87,3201,286,143,157,28,126,27.03,1.93,1.17,109.93,433,1299,1469,45,112,129,24,61,58,17,68,72,2,3,23,21,38,67,2,1,1,1,9.4,23.2,15.8,11.1,77.1,nan,213.8,11.1,1011.5,1.62,69.98,67630,21.8,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-28",3,11,26.2,28.41,23.8,37.8,24.2,23.9,25.27,72,67.29,77,77,63,60.55,40,45.0,44,4677,7,124,1,160.4,116.34,145.112405,-38.048195,112,0,7399,0,"Ride","0","0","0",93.76,93.78,90.78,0.02,2767,257,100,142,30,146,26.54,1.9,1.25,93.4,174,1178,1415,29,129,99,6,35,59,4,58,80,3,10,17,18,67,61,2,0,1,1,8.8,19.9,15.1,11.3,79.5,nan,140.8,13.3,1017.9,2.11,69.75,68020,22,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-27",2,11,26.8,29.51,17.5,41.8,27.2,31.0,25.79,64,64.98,62,75,55,59.47,42,50.9,46,18267,1,81,1,338.6,109.0,145.112222,-38.047867,81,0,4847,0,"0","Run","0","0",90.72,93.33,80.18,2.61,2927,288,83,156,20,151,24.81,1.85,1.37,90.1,84,729,2114,6,85,197,5,20,58,4,34,118,0,3,17,6,47,98,2,0,1,1,12.7,18.0,15.7,10.1,69.5,nan,114.3,31.7,1021.1,1.09,69.55,68350,22.1,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-26",1,11,29.8,30.86,33.2,32.0,16.1,31.0,25.09,60,65.33,58,57,67,61.47,35,47.7,43,3988,8,57,1,33,70.75,145.112405,-38.048206,11,11,3855,3855,"0","0","0","0",92.34,93.63,79.77,1.29,2978,433,75,108,24,115,27.22,1.78,1.56,93.65,343,1272,1363,47,128,258,9,45,21,13,66,29,7,6,11,34,29,52,2,0,2,1,24.5,32.0,27.8,25.3,86.8,nan,123.3,8.1,nan,nan,69.2,68970,22.3,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-25",0,11,34.0,31.41,25.8,74.5,28.1,35.4,29.61,67,67.82,59,83,60,58.71,39,48.1,46,2538,0,58,1,33,77.03,145.112405,-38.048206,89,0,3950,0,"VirtualRide","0","0","0",105.89,95.65,114.15,-10.24,2504,307,87,112,22,115,28.83,1.66,1.34,102.97,266,788,1450,30,65,212,10,48,29,12,41,59,2,6,14,19,12,84,1,0,1,1,24.5,32.0,27.8,25.3,86.8,nan,123.3,8.1,nan,nan,69.5,68470,22.1,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-24",6,11,29.8,30.1,20.4,54.5,31.3,20.0,30.38,68,68.05,62,82,60,58.1,39,49.8,45,1993,11,107,1,33,84.37,145.112405,-38.048206,167,0,7569,0,"VirtualRide","0","0","0",108.7,95.81,126.72,-12.89,2847,312,97,130,35,108,32.24,2.0,1.51,110.96,401,969,1477,41,127,144,14,47,36,21,33,76,3,15,17,26,42,40,2,0,1,1,25.5,30.0,27.1,25.1,88.8,nan,18.0,3.0,1010.7,1.25,70.03,67570,21.8,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-23",5,11,35.1,30.23,35.4,43.5,31.6,32.9,29.94,75,67.89,90,75,58,57.27,36,48.2,45,2649,10,177,1,162.6,92.93,145.112405,-38.048206,160,0,10194,0,"Ride","0","0","0",98.99,94.07,106.58,-4.92,3555,428,120,153,36,157,30.86,1.99,1.76,117.93,189,1642,1724,33,137,258,6,62,52,4,95,54,3,18,15,20,74,63,2,0,2,1,12.1,17.4,13.8,11.9,88.7,nan,167.3,7.1,1009.5,1.46,69.67,68160,22,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-22",4,11,26.8,27.82,13.4,38.0,30.1,26.4,29.09,67,64.4,79,64,58,56.77,37,44.2,44,18021,3,80,1,193.6,81.32,145.111715,-38.0473,113,0,4776,0,"0","Run","0","0",88.83,92.47,79.88,3.64,2776,339,137,87,27,129,28.29,1.99,1.64,116.9,119,1110,1547,15,107,217,5,84,48,4,37,46,0,9,18,15,32,82,2,1,1,1,7.3,17.5,12.8,9.1,79.5,nan,170.0,12.3,1015.2,1.55,69.76,68020,22,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-21",3,11,29.4,28.31,35.9,29.5,24.0,31.9,28.61,57,63.23,61,58,52,56.34,37,47.9,42,5909,0,0,0,131.8,62.62,145.112439,-38.048254,0,0,0,0,"0","0","0","0",84.8,91.97,63.32,7.17,3248,367,109,128,29,206,28.94,1.99,1.96,106.85,343,1466,1439,47,156,164,9,41,59,13,79,36,7,10,12,34,82,90,2,0,2,1,8.6,16.5,12.5,8.7,78.7,nan,160.8,12.5,1016.5,0.74,69.93,67720,21.9,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-20",2,11,25.8,27.74,11.7,52.3,32.0,34.5,30.93,67,66.15,51,89,59,58.27,40,46.1,45,2986,1,114,1,131.8,62.62,145.112439,-38.048254,71,0,7042,0,"Ride","0","0","0",98.93,94.21,94.97,-4.72,2495,277,89,104,23,133,28.91,1.98,1.94,105.78,343,811,1341,47,92,138,9,32,48,13,34,57,7,4,12,34,46,53,2,1,2,1,6.8,15.7,11.5,7.6,78.6,nan,203.8,10.2,1018.4,1.01,69.76,68020,22,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-19",1,11,29.9,28.71,19.6,52.1,30.5,41.6,30.39,69,65.86,67,79,59,57.88,41,47.1,44,20359,2,102,1,104,51.09,145.112297,-38.047927,135,0,5914,0,"0","Run","0","0",103.58,94.77,106.96,-8.81,3029,350,110,125,27,176,31.86,1.97,1.92,114.17,84,1118,1827,6,71,273,5,51,54,4,71,50,0,10,17,6,50,120,2,0,2,1,9.1,14.8,12.9,8.3,74.1,nan,200.0,15.4,1019.5,0.47,69.16,69050,22.3,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-18",0,11,19.9,28.11,21.6,18.9,18.9,28.5,30.34,59,64.49,55,69,54,57.17,35,52.3,43,2878,11,50,1,33,42.28,145.112079,-38.048095,12,0,3691,0,"0","0","0","0",98.35,93.79,92.94,-4.56,3000,375,104,120,45,136,34.29,1.95,1.87,116.25,411,894,1695,38,101,236,17,52,35,22,36,62,8,21,16,7,52,77,2,0,2,1,28.5,31.0,29.8,25.7,79.5,nan,170.0,3.8,nan,nan,69.18,69030,22.3,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-17",6,11,42.3,32.2,26.4,64.0,53.8,37.3,36.07,74,67.15,56,98,65,58.98,42,48.4,47,4000,16,129,1,33,43.82,145.112079,-38.048095,224,0,10960,0,"VirtualRide","0","0","0",112.73,95.79,133.4,-16.94,2957,314,135,125,31,134,28.94,1.93,1.81,122.37,590,736,1631,55,86,173,20,47,68,31,26,68,3,18,10,32,43,59,2,1,3,2,28.5,31.0,29.8,25.7,79.5,nan,170.0,3.8,nan,nan,69.36,68700,22.2,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-16",5,11,28.9,27.12,21.6,52.6,26.1,37.0,27.19,65,63.72,60,79,55,56.16,40,44.9,43,14833,2,69,1,21.2,45.62,145.112079,-38.048095,129,0,3721,0,"0","Run","0","0",94.2,92.66,88.1,-1.54,2990,337,112,123,36,159,27.91,1.9,1.22,116.06,84,953,1953,6,124,207,5,53,54,4,34,85,0,24,12,6,65,88,2,0,1,1,8.6,16.9,12.1,6.7,70.1,nan,132.7,16.1,1018.9,0.82,69.17,69030,22.3,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-15",4,11,23.2,26.23,18.8,24.9,25.5,23.2,27.75,57,63.2,56,56,58,56.65,37,46.9,42,8930,0,0,0,153.2,49.69,145.112459,-38.048208,0,0,0,0,"0","0","0","0",88.4,91.78,67.66,3.38,3025,261,140,157,30,122,23.87,1.84,1.32,118.09,343,1151,1531,47,71,143,9,69,62,13,72,72,7,10,13,34,30,58,2,1,2,1,12.4,22.7,18.6,11.0,63.4,nan,305.8,21.1,1013.2,2.71,69.2,68970,22.3,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
1,"2020-10-14",3,11,27.2,27.77,24.3,38.4,25.7,36.4,28.88,64,66.45,58,77,56,56.16,40,48.2,43,14785,1,66,1,153.2,49.69,145.112459,-38.048208,84,0,3358,0,"0","Run","0","0",103.13,94.01,101.48,-9.12,2959,255,118,145,24,126,20.81,1.77,0.99,107.14,457,1002,1500,48,72,135,15,51,52,24,59,62,4,9,11,31,40,55,2,0,1,1,10.9,19.2,15.2,11.1,77.5,nan,188.8,9.3,1022.0,2.41,69.65,68190,22,1,0.0,0.0,0.0,1,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
